-3.141592653589793116e+00 -1.500000000000000000e+00 -1.224646799147353207e-16
-3.078126135335453650e+00 -1.496980014707826490e+00 -6.342391965656483943e-02
-3.014659617081114629e+00 -1.487932219246193011e+00 -1.265924535737493473e-01
-2.951193098826775163e+00 -1.472893045894059894e+00 -1.892512443604104921e-01
-2.887726580572436141e+00 -1.451923052094534317e+00 -2.511479871810792797e-01
-2.824260062318096676e+00 -1.425106676611417988e+00 -3.120334456984873439e-01
-2.760793544063757654e+00 -1.392551899524108849e+00 -3.716624556603275731e-01
-2.697327025809418188e+00 -1.354389807429931647e+00 -4.297949120891718100e-01
-2.633860507555079167e+00 -1.310774065604677352e+00 -4.861967361004687072e-01
-2.570393989300739701e+00 -1.261880299246771697e+00 -5.406408174555977775e-01
-2.506927471046400679e+00 -1.207905386296587835e+00 -5.929079290546404035e-01
-2.443460952792061214e+00 -1.149066664678466854e+00 -6.427876096865394739e-01
-2.379994434537722192e+00 -1.085601057157605354e+00 -6.900790114821119259e-01
-2.316527916283382726e+00 -1.017764117335698160e+00 -7.345917086575334265e-01
-2.253061398029043261e+00 -9.458290006267833228e-01 -7.761464642917570433e-01
-2.189594879774704239e+00 -8.700853643567970641e-01 -8.145759520503358386e-01
-2.126128361520365218e+00 -7.908382014157537832e-01 -8.497254299495143881e-01
-2.062661843266025752e+00 -7.084066121590238962e-01 -8.814533634475820723e-01
-1.999195325011686508e+00 -6.231225195028294861e-01 -9.096319953545184411e-01
-1.935728806757347265e+00 -5.353293323878076659e-01 -9.341478602651067664e-01
-1.872262288503008021e+00 -4.453805629924122433e-01 -9.549022414440738737e-01
-1.808795770248668777e+00 -3.536384032641407549e-01 -9.718115683235416524e-01
-1.745329251994329534e+00 -2.604722665003954551e-01 -9.848077530122080203e-01
-1.681862733739990290e+00 -1.662572998515164935e-01 -9.938384644612541230e-01
-1.618396215485650824e+00 -7.137287373561308768e-02 -9.988673391830079629e-01
-1.554929697231311581e+00 2.379894575221223191e-02 -9.998741276738750683e-01
-1.491463178976972337e+00 1.188749352851830032e-01 -9.968547759519422735e-01
-1.427996660722633093e+00 2.134722574099280068e-01 -9.898214418809326842e-01
-1.364530142468293850e+00 3.072100020977862611e-01 -9.788024462147787430e-01
-1.301063624213954606e+00 3.997107205350527437e-01 -9.638421585599420416e-01
-1.237597105959615362e+00 4.906019449761326312e-01 -9.450008187146684557e-01
-1.174130587705276119e+00 5.795176885396932098e-01 -9.223542941045813626e-01
-1.110664069450936875e+00 6.660999189086613814e-01 -8.959937742913357539e-01
-1.047197551196597409e+00 7.500000000000004441e-01 -8.660254037844384856e-01
-9.837310329422583877e-01 8.308800957991655523e-01 -8.325698546347712892e-01
-9.202645146879189220e-01 9.084145307065003561e-01 -7.957618405308318765e-01
-8.567979964335799004e-01 9.822911009179278174e-01 -7.557495743542581579e-01
-7.933314781792404347e-01 1.052212331559482239e+00 -7.126941713788625954e-01
-7.298649599249014130e-01 1.117896674513632060e+00 -6.667690005162916211e-01
-6.663984416705619473e-01 1.179079642114181370e+00 -6.181589862206050556e-01
-6.029319234162229257e-01 1.235514872144749088e+00 -5.670598638627707411e-01
-5.394654051618834600e-01 1.286975119852465710e+00 -5.136773915734061946e-01
-4.759988869075444384e-01 1.333253172982385326e+00 -4.582265217274104074e-01
-4.125323686532049727e-01 1.374162686148104662e+00 -4.009305354066134974e-01
-3.490658503988659511e-01 1.409538931178862642e+00 -3.420201433256687684e-01
-2.855993321445264854e-01 1.439239460421746220e+00 -2.817325568414295045e-01
-2.221328138901874638e-01 1.463144680328110514e+00 -2.203105327865406970e-01
-1.586662956358479981e-01 1.481158333014591655e+00 -1.580013959733497508e-01
-9.519977738150853241e-02 1.493207883859626772e+00 -9.505604330418231107e-02
-3.173325912716951080e-02 1.499244813574777568e+00 -3.172793349806753149e-02
3.173325912716995489e-02 1.499244813574777568e+00 3.172793349806797558e-02
9.519977738150897650e-02 1.493207883859626772e+00 9.505604330418275516e-02
1.586662956358484422e-01 1.481158333014591433e+00 1.580013959733501949e-01
2.221328138901874638e-01 1.463144680328110514e+00 2.203105327865406970e-01
2.855993321445269295e-01 1.439239460421745775e+00 2.817325568414299486e-01
3.490658503988659511e-01 1.409538931178862642e+00 3.420201433256687684e-01
4.125323686532054168e-01 1.374162686148104218e+00 4.009305354066138860e-01
4.759988869075444384e-01 1.333253172982385326e+00 4.582265217274104074e-01
5.394654051618839041e-01 1.286975119852465488e+00 5.136773915734065277e-01
6.029319234162229257e-01 1.235514872144749088e+00 5.670598638627707411e-01
6.663984416705623914e-01 1.179079642114180926e+00 6.181589862206053887e-01
7.298649599249014130e-01 1.117896674513632060e+00 6.667690005162916211e-01
7.933314781792408787e-01 1.052212331559481795e+00 7.126941713788629285e-01
8.567979964335799004e-01 9.822911009179278174e-01 7.557495743542581579e-01
9.202645146879193661e-01 9.084145307064999120e-01 7.957618405308322096e-01
9.837310329422583877e-01 8.308800957991655523e-01 8.325698546347712892e-01
1.047197551196598297e+00 7.499999999999993339e-01 8.660254037844389297e-01
1.110664069450937319e+00 6.660999189086607153e-01 8.959937742913359759e-01
1.174130587705276341e+00 5.795176885396928768e-01 9.223542941045814736e-01
1.237597105959615362e+00 4.906019449761326312e-01 9.450008187146684557e-01
1.301063624213955272e+00 3.997107205350518000e-01 9.638421585599421526e-01
1.364530142468294294e+00 3.072100020977856505e-01 9.788024462147787430e-01
1.427996660722633315e+00 2.134722574099276737e-01 9.898214418809326842e-01
1.491463178976972337e+00 1.188749352851830032e-01 9.968547759519422735e-01
1.554929697231312247e+00 2.379894575221123271e-02 9.998741276738750683e-01
1.618396215485651268e+00 -7.137287373561375381e-02 9.988673391830079629e-01
1.681862733739990290e+00 -1.662572998515164935e-01 9.938384644612541230e-01
1.745329251994329312e+00 -2.604722665003951221e-01 9.848077530122081313e-01
1.808795770248669221e+00 -3.536384032641414210e-01 9.718115683235415414e-01
1.872262288503008243e+00 -4.453805629924125764e-01 9.549022414440738737e-01
1.935728806757347265e+00 -5.353293323878076659e-01 9.341478602651067664e-01
1.999195325011687174e+00 -6.231225195028303743e-01 9.096319953545181081e-01
2.062661843266026196e+00 -7.084066121590244514e-01 8.814533634475818502e-01
2.126128361520365218e+00 -7.908382014157537832e-01 8.497254299495143881e-01
2.189594879774704239e+00 -8.700853643567970641e-01 8.145759520503358386e-01
2.253061398029044149e+00 -9.458290006267842109e-01 7.761464642917564882e-01
2.316527916283383171e+00 -1.017764117335698604e+00 7.345917086575330934e-01
2.379994434537722192e+00 -1.085601057157605354e+00 6.900790114821119259e-01
2.443460952792061214e+00 -1.149066664678466854e+00 6.427876096865394739e-01
2.506927471046401124e+00 -1.207905386296588279e+00 5.929079290546400705e-01
2.570393989300740145e+00 -1.261880299246771919e+00 5.406408174555973334e-01
2.633860507555079167e+00 -1.310774065604677352e+00 4.861967361004687072e-01
