-3.141592653589793116e+00 -1.224646799147353207e-16
-3.078126135335453650e+00 -6.342391965656483943e-02
-3.014659617081114629e+00 -1.265924535737493473e-01
-2.951193098826775163e+00 -1.892512443604104921e-01
-2.887726580572436141e+00 -2.511479871810792797e-01
-2.824260062318096676e+00 -3.120334456984873439e-01
-2.760793544063757654e+00 -3.716624556603275731e-01
-2.697327025809418188e+00 -4.297949120891718100e-01
-2.633860507555079167e+00 -4.861967361004687072e-01
-2.570393989300739701e+00 -5.406408174555977775e-01
-2.506927471046400679e+00 -5.929079290546404035e-01
-2.443460952792061214e+00 -6.427876096865394739e-01
-2.379994434537722192e+00 -6.900790114821119259e-01
-2.316527916283382726e+00 -7.345917086575334265e-01
-2.253061398029043261e+00 -7.761464642917570433e-01
-2.189594879774704239e+00 -8.145759520503358386e-01
-2.126128361520365218e+00 -8.497254299495143881e-01
-2.062661843266025752e+00 -8.814533634475820723e-01
-1.999195325011686508e+00 -9.096319953545184411e-01
-1.935728806757347265e+00 -9.341478602651067664e-01
-1.872262288503008021e+00 -9.549022414440738737e-01
-1.808795770248668777e+00 -9.718115683235416524e-01
-1.745329251994329534e+00 -9.848077530122080203e-01
-1.681862733739990290e+00 -9.938384644612541230e-01
-1.618396215485650824e+00 -9.988673391830079629e-01
-1.554929697231311581e+00 -9.998741276738750683e-01
-1.491463178976972337e+00 -9.968547759519422735e-01
-1.427996660722633093e+00 -9.898214418809326842e-01
-1.364530142468293850e+00 -9.788024462147787430e-01
-1.301063624213954606e+00 -9.638421585599420416e-01
-1.237597105959615362e+00 -9.450008187146684557e-01
-1.174130587705276119e+00 -9.223542941045813626e-01
-1.110664069450936875e+00 -8.959937742913357539e-01
-1.047197551196597409e+00 -8.660254037844384856e-01
-9.837310329422583877e-01 -8.325698546347712892e-01
-9.202645146879189220e-01 -7.957618405308318765e-01
-8.567979964335799004e-01 -7.557495743542581579e-01
-7.933314781792404347e-01 -7.126941713788625954e-01
-7.298649599249014130e-01 -6.667690005162916211e-01
-6.663984416705619473e-01 -6.181589862206050556e-01
-6.029319234162229257e-01 -5.670598638627707411e-01
-5.394654051618834600e-01 -5.136773915734061946e-01
-4.759988869075444384e-01 -4.582265217274104074e-01
-4.125323686532049727e-01 -4.009305354066134974e-01
-3.490658503988659511e-01 -3.420201433256687684e-01
-2.855993321445264854e-01 -2.817325568414295045e-01
-2.221328138901874638e-01 -2.203105327865406970e-01
-1.586662956358479981e-01 -1.580013959733497508e-01
-9.519977738150853241e-02 -9.505604330418231107e-02
-3.173325912716951080e-02 -3.172793349806753149e-02
3.173325912716995489e-02 3.172793349806797558e-02
9.519977738150897650e-02 9.505604330418275516e-02
1.586662956358484422e-01 1.580013959733501949e-01
2.221328138901874638e-01 2.203105327865406970e-01
2.855993321445269295e-01 2.817325568414299486e-01
3.490658503988659511e-01 3.420201433256687684e-01
4.125323686532054168e-01 4.009305354066138860e-01
4.759988869075444384e-01 4.582265217274104074e-01
5.394654051618839041e-01 5.136773915734065277e-01
6.029319234162229257e-01 5.670598638627707411e-01
6.663984416705623914e-01 6.181589862206053887e-01
7.298649599249014130e-01 6.667690005162916211e-01
7.933314781792408787e-01 7.126941713788629285e-01
8.567979964335799004e-01 7.557495743542581579e-01
9.202645146879193661e-01 7.957618405308322096e-01
9.837310329422583877e-01 8.325698546347712892e-01
1.047197551196598297e+00 8.660254037844389297e-01
1.110664069450937319e+00 8.959937742913359759e-01
1.174130587705276341e+00 9.223542941045814736e-01
1.237597105959615362e+00 9.450008187146684557e-01
1.301063624213955272e+00 9.638421585599421526e-01
1.364530142468294294e+00 9.788024462147787430e-01
1.427996660722633315e+00 9.898214418809326842e-01
1.491463178976972337e+00 9.968547759519422735e-01
1.554929697231312247e+00 9.998741276738750683e-01
1.618396215485651268e+00 9.988673391830079629e-01
1.681862733739990290e+00 9.938384644612541230e-01
1.745329251994329312e+00 9.848077530122081313e-01
1.808795770248669221e+00 9.718115683235415414e-01
1.872262288503008243e+00 9.549022414440738737e-01
1.935728806757347265e+00 9.341478602651067664e-01
1.999195325011687174e+00 9.096319953545181081e-01
2.062661843266026196e+00 8.814533634475818502e-01
2.126128361520365218e+00 8.497254299495143881e-01
2.189594879774704239e+00 8.145759520503358386e-01
2.253061398029044149e+00 7.761464642917564882e-01
2.316527916283383171e+00 7.345917086575330934e-01
2.379994434537722192e+00 6.900790114821119259e-01
2.443460952792061214e+00 6.427876096865394739e-01
2.506927471046401124e+00 5.929079290546400705e-01
2.570393989300740145e+00 5.406408174555973334e-01
2.633860507555079167e+00 4.861967361004687072e-01
2.697327025809418188e+00 4.297949120891718100e-01
2.760793544063758098e+00 3.716624556603271290e-01
2.824260062318097120e+00 3.120334456984869553e-01
2.887726580572436141e+00 2.511479871810792797e-01
2.951193098826776051e+00 1.892512443604096317e-01
3.014659617081115073e+00 1.265924535737489032e-01
3.078126135335454094e+00 6.342391965656439534e-02
3.141592653589793116e+00 1.224646799147353207e-16
