0.000000000000000000e+00 1.529364567098208116e-01
1.010101010101010083e-01 3.644549752615108273e-01
2.020202020202020166e-01 4.279537398153069883e-01
3.030303030303030387e-01 6.725956643238030219e-01
4.040404040404040331e-01 1.295347736844212116e+00
5.050505050505050830e-01 1.119298085928041919e+00
6.060606060606060774e-01 1.228050403784405775e+00
7.070707070707070718e-01 1.297766612425785837e+00
8.080808080808080662e-01 1.413887395642003941e+00
9.090909090909090606e-01 1.642621108124420193e+00
1.010101010101010166e+00 2.132350654440845705e+00
1.111111111111111160e+00 2.351200549460019662e+00
1.212121212121212155e+00 2.101835286489132759e+00
1.313131313131313149e+00 2.643193740017658833e+00
1.414141414141414144e+00 2.805299042153076794e+00
1.515151515151515138e+00 2.552167122739826599e+00
1.616161616161616132e+00 3.137307721510007585e+00
1.717171717171717127e+00 3.313345128365287717e+00
1.818181818181818121e+00 3.213643571548970179e+00
1.919191919191919116e+00 3.888426637617373061e+00
2.020202020202020332e+00 4.017191838407016213e+00
2.121212121212121104e+00 4.451368562922507266e+00
2.222222222222222321e+00 4.394986184562979403e+00
2.323232323232323093e+00 4.556943701381101164e+00
2.424242424242424310e+00 4.670017155717465229e+00
2.525252525252525082e+00 5.343703777297891477e+00
2.626262626262626299e+00 4.944520268014613862e+00
2.727272727272727071e+00 5.444134056902464991e+00
2.828282828282828287e+00 5.745804219774171884e+00
2.929292929292929060e+00 5.724649519242863249e+00
3.030303030303030276e+00 5.419295726674022262e+00
3.131313131313131048e+00 6.112872164232779681e+00
3.232323232323232265e+00 6.216774109882384103e+00
3.333333333333333481e+00 6.644914322849817978e+00
3.434343434343434254e+00 6.856361690933677089e+00
3.535353535353535470e+00 7.445304086681681532e+00
3.636363636363636243e+00 7.494482780364243091e+00
3.737373737373737459e+00 7.406101727936632351e+00
3.838383838383838231e+00 7.685494880959505615e+00
3.939393939393939448e+00 7.908481991703426139e+00
4.040404040404040664e+00 8.282769732833084930e+00
4.141414141414140992e+00 8.377015142947820792e+00
4.242424242424242209e+00 8.599401681987812296e+00
4.343434343434343425e+00 8.728851503458637140e+00
4.444444444444444642e+00 8.957732089922792795e+00
4.545454545454544970e+00 9.029786740151640956e+00
4.646464646464646187e+00 9.091231792247516097e+00
4.747474747474747403e+00 9.621605232230640681e+00
4.848484848484848619e+00 9.581069588631313749e+00
4.949494949494949836e+00 9.982905902405368792e+00
5.050505050505050164e+00 9.935763780410539425e+00
5.151515151515151381e+00 1.050400139543971179e+01
5.252525252525252597e+00 1.072353841022481724e+01
5.353535353535353813e+00 1.070001538340522096e+01
5.454545454545454142e+00 1.088120159113851848e+01
5.555555555555555358e+00 1.100113075277631758e+01
5.656565656565656575e+00 1.097159091592799740e+01
5.757575757575757791e+00 1.162374022333931123e+01
5.858585858585858119e+00 1.169427611039591142e+01
5.959595959595959336e+00 1.182992271098661874e+01
6.060606060606060552e+00 1.200482219233785841e+01
6.161616161616161769e+00 1.238591628998558747e+01
6.262626262626262097e+00 1.253599307437724164e+01
6.363636363636363313e+00 1.291882667635064941e+01
6.464646464646464530e+00 1.300481814639543998e+01
6.565656565656565746e+00 1.325204601671599391e+01
6.666666666666666963e+00 1.353901958556788365e+01
6.767676767676767291e+00 1.341694855437945577e+01
6.868686868686868507e+00 1.376563195318856714e+01
6.969696969696969724e+00 1.411560554272326407e+01
7.070707070707070940e+00 1.443826713415616680e+01
7.171717171717171269e+00 1.466566157309908469e+01
7.272727272727272485e+00 1.464965952383511372e+01
7.373737373737373701e+00 1.493208569865997326e+01
7.474747474747474918e+00 1.462754280836571041e+01
7.575757575757575246e+00 1.489530995956636694e+01
7.676767676767676463e+00 1.527675476171855529e+01
7.777777777777777679e+00 1.561301306301771419e+01
7.878787878787878896e+00 1.587309409086189227e+01
7.979797979797979224e+00 1.591896259565827521e+01
8.080808080808081328e+00 1.635457993682706146e+01
8.181818181818181657e+00 1.650667655398795119e+01
8.282828282828281985e+00 1.631637776655555072e+01
8.383838383838384090e+00 1.684121961634493658e+01
8.484848484848484418e+00 1.692751819824979620e+01
8.585858585858586522e+00 1.707977217613333920e+01
8.686868686868686851e+00 1.697683937800584175e+01
8.787878787878787179e+00 1.757719726937750337e+01
8.888888888888889284e+00 1.802686766666250406e+01
8.989898989898989612e+00 1.835564071371794270e+01
9.090909090909089940e+00 1.795173335689558414e+01
9.191919191919192045e+00 1.827881739648669779e+01
9.292929292929292373e+00 1.856582747008554435e+01
9.393939393939394478e+00 1.878494120266356404e+01
9.494949494949494806e+00 1.866658683929080453e+01
9.595959595959595134e+00 1.939713562697644988e+01
9.696969696969697239e+00 1.962927175229449972e+01
9.797979797979797567e+00 1.955597889002779510e+01
9.898989898989899672e+00 1.966509751127045647e+01
1.000000000000000000e+01 1.989730646663712221e+01
